X,Y,hash,number,street,unit,city,district,region,postcode,id
-78.1991594,41.3793902,e3d218d786f41f5a,"410",MILK CAN BEAR TRL,,,,,,"2137"
-78.2053729,41.3789264,da6813e1e45ab195,,,,,,,,"5031"
-78.2010463,41.3788931,8475c9b74af0195d,"349",MILK CAN BEAR TRL,,,,,,"7919"
-78.209937,41.3788563,a2fe59f9ed64efad,"5759",MASON HILL RD,,,,,,"2979"
-78.2053546,41.3786475,82f5f17a7fe7a91a,"5706",MASON HILL RD,,,,,,"5931"
-78.2053532,41.3778294,f92ee32206339366,"5650",MASON HILL RD,,,,,,"5631"
-78.1508232,41.3779748,e63f7a9eb76b2136,"398",GROVE HILL RD,,,,,,"4599"
-78.2017435,41.3777854,11c12183f166f879,,,,,,,,
-78.2020153,41.3777502,20bba5f93f1fe681,"237",MILK CAN BEAR TRL,,,,,,"4558"
-78.2029944,41.3777065,0ce6a2e355e7c57e,"135",MILK CAN BEAR TRL,,,,,,"1586"
-78.1586956,41.3775896,8316c61374ad30e9,,,,,,,,
-78.158615,41.3772348,5a8eb42965e4a383,"58",REASON LN,,,,,,"3353"
-78.2153098,41.3769966,5ed6eacc345c8e7a,,,,,,,,
-78.2151721,41.3769964,81c269fe43d87077,,,,,,,,
-78.1605054,41.3771909,d14151884fd8db8a,,,,,,,,
-78.2154741,41.3768413,c24fd83637205430,"485",THOMPSON LN,,,,,,"7256"
-78.1586619,41.3769737,c0700e9f54cbc84d,,,,,,,,
-78.1605666,41.3769641,324bc70a5ee01748,,,,,,,,"8223"
-78.2083039,41.3764046,fb44158fca83da9b,"5539",MASON HILL RD,,,,,,"7029"
-78.1611767,41.3765474,e77a4d0f7e46c770,"160",REASON LN,,,,,,"6058"
-78.1612918,41.3764198,6a9d39ecb6481018,,,,,,,,
-78.2069806,41.3762278,d3808545e4b50da5,,,,,,,,"0083"
-78.1612186,41.3762364,1e0e95409edfbb20,,,,,,,,
-78.1572422,41.3760848,e8ce6593066a2914,,,,,,,,
-78.2028667,41.3758089,8416b5bf61d58aeb,"114",RATTLESNAKE CT,,,,,,"2817"
-78.1573464,41.3759393,4a85027660a0f052,,,,,,,,
-78.1572696,41.3757802,a092e09d1b0f47de,"3175",BUCKTAIL TRAIL HWY,,,,,,"7820"
-78.2055073,41.3754939,b5405720f04320cd,"5490",MASON HILL RD,,,,,,"4786"
-78.2076309,41.3754416,545c8c4d94789cfa,,,,,,,,
-78.2072705,41.375364,8b9ca3f9b31d8928,,,,,,,,
-78.2044831,41.3753681,ebbda9f1c0050947,"72",RATTLESNAKE CT,,,,,,"7761"
-78.2075284,41.3751907,445809c5491eab1d,"5463",MASON HILL RD,,,,,,"9635"
-78.1561674,41.3752452,b218e897fdd57781,"101",GROVE HILL RD,,,,,,"0620"
-78.2034777,41.3750429,7bf6123efb615e85,"108",RATTLESNAKE CT,,,,,,"0549"
-78.1573047,41.3751853,a2d0f863730549db,"3217",BUCKTAIL TRAIL HWY,,,,,,"7518"
-78.1583012,41.3751365,cc9ddd52ca64d5fa,"52",REASON LN,,,,,,"4546"
-78.1555241,41.3751127,5e49efdee1a90e78,,,,,,,,"2505"
-78.1134581,41.294694,80cea9dfa1aa184c,"98",HEMLOCK LN,,,,,,"6220"
-78.1159868,41.2946743,f4c40933ac9812a0,"7081",WYKOFF RUN RD,,,,,,"9230"
-78.1153802,41.2946339,0cff9eaa42066ce8,"7102",WYKOFF RUN RD,,,,,,"0198"
-78.1156277,41.294209,f4983f81ccafbe99,"7072",WYKOFF RUN RD,,,,,,"0023"
-78.1173945,41.2933706,94353f80f7f3f8d8,"6967",WYKOFF RUN RD,,,,,,"5742"
-78.1171391,41.2927216,c79acff88c115af0,"6932",WYKOFF RUN RD,,,,,,"6419"
-78.1170298,41.2926954,cd97321454980c0e,,,,,,,,
-78.1170298,41.2926954,cd97321454980c0e,,,,,,,,
-78.1176695,41.2916235,0f99752fb8fefb0b,"6850",WYKOFF RUN RD,,,,,,"4069"
-78.0972459,41.2546632,fa2377ab5ce381a4,"823",JERRY RUN RD,,,,,,"0620"
-78.0963993,41.2534697,1da7becca2e5c7f2,"746",JERRY RUN RD,,,,,,"2156"
-78.0973785,41.2512878,1f56ad6623b9e4d4,"583",JERRY RUN RD,,,,,,"9387"
-78.096492,41.2509741,1db54bafe28aeaef,"582",JERRY RUN RD,,,,,,"2225"
-78.0970094,41.2486996,1de33fc9287714e7,"426",JERRY RUN RD,,,,,,"0472"
-78.0996257,41.2470942,642631ea80dca0f9,"317",JERRY RUN RD,,,,,,"3854"
-78.0975683,41.2470811,1edb0378ceec2c08,"4827",THREE RUNS RD,,,,,,"9823"
-78.1005476,41.2450449,e367d320d6f4d907,"121",JERRY RUN RD,,,,,,"1100"
-78.1989995,41.2421855,1c341b7ae283aa85,,,,,,,,"0128"
-78.0934896,41.2405294,9ca097384f1371b1,"321",NAUMAN LN,,,,,,"0434"
-78.0943339,41.2404166,17a503aea368f071,"328",NAUMAN LN,,,,,,"8400"
-78.1959876,41.236865,956765be5a87d3c1,,,,,,,,"8234"
-78.0947897,41.2368443,bf868d62348568e9,"556",NAUMAN LN,,,,,,"6170"
-78.0948855,41.2344678,ef7e7ff16c7c3dba,"568",NAUMAN LN,,,,,,"6244"
-78.0962508,41.2218498,575c192706df12d0,"3925",SAND ROCK RD,,,,,,"2644"
-78.1401836,41.3302931,b2e1c8507d93b653,"23",KELLER RD,,,,,,"3240"
-78.0961689,41.3189805,ce7b097a3d7b568c,"10251",MAIN ST,,,,,,"4013"
-78.0968995,41.3213121,71f1e83e0a582aaf,"185",GROVE ST,,,,,,"2818"
-78.115886,41.5305711,de025e43a094eb19,"282",ANTLER RD,,,,,,"3125"
-78.1202306,41.5290979,71a683ce5d8c2593,"428",ANTLER RD,,,,,,"1631"
-78.1092152,41.5282444,7de1b4e0ac44aa91,"7094",HUNTS RUN RD,,,,,,"1249"
-78.1092811,41.5281341,f039f360cc4056a1,,,,,,,,
-78.109174,41.5273651,d26cd8d06c8fa78d,,,,,,,,
-78.1092881,41.5272997,c975fd0d80afcab0,"148",SHANTYBROOK DR,,,,,,"1925"
-78.1105786,41.5269563,b4521e299b71bd60,"85",SHANTYBROOK DR,,,,,,"7872"
-78.1088371,41.5269163,f661f965026a593a,"145",GROUSE RIDGE LN,,,,,,"2841"
-78.1091709,41.526889,07f2592ea5b9eafe,,,,,,,,
-78.1084496,41.5267873,b0d7dd30b5db35b1,"167",GROUSE RIDGE LN,,,,,,"3756"
-78.1098745,41.5266275,4430ce99a762b2cc,"80",SHANTYBROOK DR,,,,,,"9760"
-78.1097893,41.5265783,c1bbf4f253bfc9d9,,,,,,,,
-78.1123246,41.5262535,95fab84f722a40b6,"6903",HUNTS RUN RD,,,,,,"2597"
-78.1089222,41.5251048,202adf5d65f24558,"6796",HUNTS RUN RD,,,,,,"2125"
-78.1164075,41.5250781,f4c433db349dc370,,,,,,,,
-78.1164713,41.524824,f72b81104ed7de77,"642",ANTLER RD,,,,,,"1055"
-78.1105726,41.5245934,fe36b1ff3f04dbe0,"1488",HAWK RD,,,,,,"7966"
-78.1071242,41.5241337,476ca75548f5df28,,,,,,,,
-78.1118905,41.524084,450bd159b42a907c,"1551",HAWK RD,,,,,,"4708"
-78.1073187,41.5240648,0902f7e21e0ab1f0,"1312",HAWK RD,,,,,,"6757"
-78.1119804,41.5239354,c8362e390c726df9,,,,,,,,
-78.1050199,41.5235053,3acc6e7f006fce09,,,,,,,,
-78.1051877,41.5235038,b216e4654b5959e3,"1210",HAWK RD,,,,,,"2546"
-78.1192647,41.5230552,db29debe9dad2942,"890",ANTLER RD,,,,,,"3481"
-78.104519,41.5226351,92f5845e4267c8b9,"1152",HAWK RD,,,,,,"4224"
-78.1060496,41.5228601,5ed417582d91fda3,"34",BEAR RD,,,,,,"1221"
-78.1208531,41.5224216,7c633ecc53683740,"970",ANTLER RD,,,,,,"9148"
-78.111813,41.5220712,b1fe1ea0968683f7,"352",BEAR RD,,,,,,"4024"
-78.1087243,41.5219336,4031f01d0105bd43,"201",BEAR RD,,,,,,"2979"
-78.1073468,41.5219316,6d88d239b0e367fc,"137",BEAR RD,,,,,,"6949"
-78.1102156,41.5212525,e88546d4ea0a8465,"297",BEAR RD,,,,,,"8904"
-78.1038413,41.5214829,25bf15a748d51a1a,"1068",HAWK RD,,,,,,"6802"
-78.1132902,41.5221667,237ae4944258a18d,"364",BEAR RD,,,,,,
-78.149439,41.3263927,983eab7fbc607718,"7075",LOW GRADE RD,,,,,,
-78.2777756,41.4947904,29cd47b55bc86c98,"1132",OLD WEST CREEK RD,,,,,,
-78.2223532,41.5819904,fefac48891ecbbdc,"1613",SIZER RUN RD,,,,,,
-78.1050834,41.5209134,95dba3300ce26178,"42",COYOTE RD,,,,,,"2661"
-78.1125374,41.5207416,fed5019beb0ea1ea,"437",BEAR RD,,,,,,"2526"
-78.1034152,41.5203074,ba8b1750c16287e0,,,,,,,,"7329"
-78.1034012,41.520305,5ef87385ee018177,"972",HAWK RD,,,,,,"7330"
-78.1035229,41.520223,fd28513922409adc,,,,,,,,
-78.104541,41.5200732,6d50442b6f614598,"49",COYOTE RD,,,,,,"4311"
-78.1079307,41.5198841,8f82df66935db3ea,"204",COYOTE RD,,,,,,"4284"
-78.1127617,41.519512,4975984696f58477,,,,,,,,"1161"
-78.1141952,41.5195034,a166f4303d0fde20,,,,,,,,
-78.1142739,41.5194392,af4db64561b5434d,"563",BEAR RD,,,,,,"7049"
-78.1158434,41.5193367,5f5d11e2dd6fa353,"624",BEAR RD,,,,,,"3015"
-78.1056069,41.5193542,261839da902b0b80,"117",COYOTE RD,,,,,,"1015"
-78.1214257,41.5191798,f2e4964bf2e546e2,"1128",ANTLER RD,,,,,,"7080"
-78.1122029,41.5191802,58721ac128324f20,,,,,,,,
-78.112559,41.5191311,14a11f951e45f72b,"467",BEAR RD,,,,,,"2917"
-78.1067507,41.5186455,51df9aba5c32886d,"199",COYOTE RD,,,,,,"7944"
-78.1150079,41.518791,9c3b4379026ec185,"627",BEAR RD,,,,,,"5845"
-78.1090706,41.5186851,235d4b3eaed49c38,"310",COYOTE RD,,,,,,"1871"
-78.1128114,41.5185983,b0b29bd097df1096,,,,,,,,
-78.1172807,41.5184116,c40f6c0acc599945,"726",BEAR RD,,,,,,"9722"
-78.0998457,41.5182108,2154e1762880f9a3,"715",HAWK RD,,,,,,"6692"
-78.1018523,41.518198,995a2c434dabff4a,,,,,,,,"1642"
-78.1018145,41.5181139,12cab4781c648877,,,,,,,,
-78.1107727,41.5179703,4440967f6f9fa015,"364",COYOTE RD,,,,,,"7505"
-78.1098674,41.5176771,c4a6edfdd741fb77,"365",COYOTE RD,,,,,,"9454"
-78.1161128,41.517629,326d26f31eeaf01a,"723",BEAR RD,,,,,,"2443"
-78.1084867,41.5175769,457abf7d14d4a8f8,"335",COYOTE RD,,,,,,"3420"
-78.1176966,41.5174102,d6d768e6d7d4078d,"784",BEAR RD,,,,,,"8305"
-78.1190675,41.5157957,6b15cfe5a1e374f6,,,,,,,,
-78.1889745,41.5151285,7365c592e8df1548,,,,,,,,"2681"
-78.1185506,41.5151771,bbccea11cafa2848,"929",BEAR RD,,,,,,"5564"
-78.1012083,41.5149911,9e97275c49eeebfc,,,,,,,,
-78.1002605,41.5149462,1079beecc1bfdcef,"176",DEER RD,,,,,,"5474"
-78.1012572,41.5148692,c5ff7d7123965472,,,,,,,,"3401"
-78.101244,41.5145652,e0e8d02c6941003c,,,,,,,,
-78.0975453,41.5135936,36aadf577af559a2,,,,,,,,
-78.1018644,41.5135236,0c824566be3700b4,,,,,,,,
-78.101906,41.5134057,2483da170a8e33a4,"241",DEER RD,,,,,,"1828"
-78.0975572,41.5133658,fdc58e056228729a,"204",HAWK RD,,,,,,"3816"
-78.0974448,41.5133532,b223a2709befb4f7,,,,,,,,
-78.0996288,41.5132396,87cc155d084d2f0a,"91",DEER RD,,,,,,"7841"
-78.1107038,41.5127288,c3eb8126ac9653e3,"742",DEER RD,,,,,,"7614"
-78.1055538,41.5124793,34e4eab9b5f530d0,"477",DEER RD,,,,,,"1524"
-78.0972752,41.5124961,d95e80e5fce77b19,"150",HAWK RD,,,,,,"3594"
-78.1131484,41.5120158,5d5582f39780c35f,"874",DEER RD,,,,,,"0348"
-78.1067132,41.5119314,34406b503d97f541,"565",DEER RD,,,,,,"8304"
-78.106854,41.5118925,f0315baebf6910f9,,,,,,,,
-78.106854,41.5118925,f0315baebf6910f9,,,,,,,,
-78.1497265,41.5114178,e064550471a1fd11,"4798",STEAM MILL RD,,,,,,"0221"
-78.1104159,41.5114256,58409a9ce65cc4b2,"771",DEER RD,,,,,,"7196"
-78.1163984,41.5110988,232a5a2a5871c0a7,,,,,,,,
-78.1163987,41.5110988,718bc3c67083fd27,,,,,,,,
-78.1163128,41.5110205,5895e3fe8c82e5e4,,,,,,,,
-78.1162201,41.5110068,bb5768fc52fbb556,,,,,,,,
-78.1165575,41.5109526,5c2d4c942cbdc933,"1120",DEER RD,,,,,,"1000"
-78.108471,41.5109391,bc50fbfdf1efccbd,,,,,,,,
-78.0989385,41.5108624,bcd8038b1f81cbcb,,,,,,,,"9935"
-78.0988563,41.5108404,89cbf393a8ad10de,"53",HAWK RD,,,,,,"9954"
-78.1084491,41.5107636,1af94f4c2e03671b,"621",DEER RD,,,,,,"3922"
-78.1137281,41.5104182,aa1c5938fd673ff4,"955",DEER RD,,,,,,"8880"
-78.0996815,41.5102879,d4803007f4c7ae78,"10083",RIDGE RD,,,,,,"7724"
-78.1160742,41.5099618,b463b5cee804589d,,,,,,,,
-78.1150354,41.5099178,750a446c758713b3,"1033",DEER RD,,,,,,"5622"
-78.116309,41.509868,13ca8e48b5a0653b,"1073",DEER RD,,,,,,"1670"
-78.0972564,41.5093931,c42776c0bc102a50,,,,,,,,
-78.0971246,41.5093928,f9b98939a73303ad,,,,,,,,
-78.09728,41.5092638,a1d9c5a2e6854dc8,,,,,,,,
-78.097119,41.5091781,f5a4e66463ed64b9,"10138",RIDGE RD,,,,,,"4323"
-78.1932478,41.3650907,2591e3b2256b2fa1,,,,,,,,
-78.1443149,41.3652497,1b112d597ba6a1e3,"4374",BUCKTAIL TRAIL HWY,,,,,,"2964"
-78.1443795,41.3651611,5830a66f1a6c7f2b,"4376",BUCKTAIL TRAIL HWY,,,,,,"2941"
-78.1444338,41.3650837,fa6d7c96bba1c3b8,"4378",BUCKTAIL TRAIL HWY,,,,,,"2838"
-78.1441864,41.3649676,30cd3dda74c76daf,,,,,,,,
-78.143961,41.3649596,a2bdceea0053c35e,"4402",BUCKTAIL TRAIL HWY,,,,,,"3864"
-78.1436872,41.3649501,7c64c32310be0dcd,,,,,,,,
-78.2376653,41.3645386,a6f979fd522cc4d5,"114",MANARINA LN,,,,,,"6832"
-78.1429563,41.3648324,9d56f5851d4e3df7,,,,,,,,"6739"
-78.1882808,41.3646337,12ce82e652536439,"222",HAPPY NINE DR,,,,,,"1798"
-78.188442,41.3646102,1225b0488d02f823,,,,,,,,
-78.1881601,41.3645526,960cfec53adabaf8,,,,,,,,
-78.2366139,41.3643197,7b880de09e9b898e,,,,,,,,
-78.2386859,41.3642665,9302b4cd0ef287fc,"87",MANARINA LN,,,,,,"3752"
-78.1924045,41.3638733,2f06790be61aae32,"301",JORDAN LN,,,,,,"0561"
-78.2535285,41.3635617,bfa54e5862e226f1,"326",HICKS RUN RD,,,,,,"2488"
-78.1929303,41.3637571,cb8023ee08c7f7a8,"305",JORDAN LN,,,,,,"9416"
-78.2373751,41.3635758,74588d1067c73c1b,,,,,,,,
-78.2342048,41.363491,681827b69953a520,"278",OLD ROUTE 555,,,,,,"5483"
-78.233796,41.3634811,d54f0bdff58e7559,"302",OLD ROUTE 555,,,,,,"6492"
-78.2326374,41.3634117,67c56a5ce42ca892,"355",OLD ROUTE 555,,,,,,"0410"
-78.2343007,41.3633662,2049814d7763ed9d,"284",OLD ROUTE 555,,,,,,"5368"
-78.2372993,41.363288,f0eb4ffa3e399c10,"115",OLD ROUTE 555,,,,,,"7336"
-78.2338883,41.3632458,05d22283f7da2c05,"286",OLD ROUTE 555,,,,,,"6374"
-78.2335149,41.3631469,30fc13f8b30148b9,"322",OLD ROUTE 555,,,,,,"7370"
-78.2342449,41.3631246,e8ac9d2b62c16e0b,"1083",LOW GRADE RD,,,,,,"5370"
-78.2333319,41.3631241,175335fdaf6cc2d5,"330",OLD ROUTE 555,,,,,,"8229"
-78.2390765,41.3630957,58cca9ce145b54c7,,,,,,,,
-78.2391406,41.3630826,99310580aaec71c9,"15",OLD ROUTE 555,,,,,,"2239"
-78.142263,41.3633744,e51262dcdc286177,"4522",BUCKTAIL TRAIL HWY,,,,,,"8226"
-78.2328367,41.3629755,7a099d79b2c1e39c,"1145",LOW GRADE RD,,,,,,"9264"
-78.1417796,41.3632071,f1a383c97bdc9630,,,,,,,,
-78.14189,41.3631408,b97c27c1e20afc8b,,,,,,,,
-78.1412672,41.3629397,657cec237b4c94ba,,,,,,,,
-78.1412672,41.3629397,657cec237b4c94ba,,,,,,,,
-78.2519587,41.362482,121d842941e160b8,"110",SIKO LN,,,,,,"7019"
-78.2519418,41.362148,2af846c785b89158,"106",SIKO LN,,,,,,"7917"
-78.2521224,41.3619036,9734be4cf37bbfb3,"88",SIKO LN,,,,,,"6868"
-78.2518263,41.3615553,9b70b033c6e67eaa,"58",SIKO LN,,,,,,"7745"
-78.2515929,41.3614071,515d783322dab175,"44",SIKO LN,,,,,,"8700"
-78.2515152,41.3611269,f535e678ff0bde5d,"24",SIKO LN,,,,,,"8539"
-78.2508762,41.3609893,234ceba4efda47d7,"102",HICKS RUN RD,,,,,,"0504"
-78.2513107,41.3608235,f58d786f92df057d,"98",HICKS RUN RD,,,,,,"8488"
-78.1362488,41.3605311,513a5f372cd00995,,,,,,,,
-78.1361642,41.3604891,bef49eb89fcf3e23,,,,,,,,
-78.2502168,41.3599324,12037d45776c72f6,"231",LOW GRADE RD,,,,,,"1186"
-78.2509109,41.3595536,15c36c7abbe49c0e,"187",LOW GRADE RD,,,,,,"9092"
-78.2280763,41.3594109,361707d8efb6916b,"1483",LOW GRADE RD,,,,,,"2963"
-78.1810409,41.3593831,c6397352be95f576,"3560",MASON HILL RD,,,,,,"1875"
-78.2283964,41.3590382,5522b7449de6a9b6,"1487",LOW GRADE RD,,,,,,"1870"
-78.2527097,41.3587202,6894a608ca24ea43,"78",LOW GRADE RD,,,,,,"4792"
-78.1343715,41.3591459,d15111651acea9b9,,,,,,,,"9781"
-78.2528829,41.3586285,800d2cc3e9963db1,,,,,,,,
-78.232788,41.3579708,5027ae70c0f2a528,"1152",LOW GRADE RD,,,,,,"9462"
-78.2520891,41.3578673,3db0dfd392a78f23,"84",OLIVER LN,,,,,,"6461"
-78.1292677,41.3583011,965124bc142ec33d,,,,,,,,
-78.1292208,41.3582771,c64308299c73a2f6,,,,,,,,
-78.1293949,41.3581725,61a7152fe75e52a8,,,,,,,,
-78.2520242,41.3576725,6787a4921179a432,,,,,,,,
-78.1294644,41.3580578,8c1b4e21d60285db,"5309",BUCKTAIL TRAIL HWY,,,,,,"3321"
-78.1293333,41.3579481,03e8088d1682ec38,,,,,,,,
-78.2442578,41.3574303,f3550715741e187e,"542",OLIVER LN,,,,,,"8214"
-78.1295004,41.3574423,0b3dcf1a72cbca8f,,,,,,,,
-78.250821,41.3568907,3ea791a2be7d8240,"216",OLIVER LN,,,,,,"0015"
-78.1803792,41.3569269,4d338d972f885245,,,,,,,,"3956"
-78.1665698,41.3568756,9956cfeed1e01faa,,,,,,,,
-78.1665922,41.3566847,62aa42b50c1b86b1,"2680",MASON HILL RD,,,,,,"1835"
-78.1805553,41.3558656,f2e30c46eee7a963,"64",JOHNSON LN,,,,,,"2597"
-78.1792907,41.3553426,19c490e9f06a357e,"33",JOHNSON LN,,,,,,"6348"
-78.1798616,41.355212,9d5dcef28c61ba2b,,,,,,,,"4383"
-78.1795885,41.3551383,3946750c9575247f,"55",JOHNSON LN,,,,,,"5361"
-78.2244604,41.3542331,5483860423ec986c,,,,,,,,
-78.2129764,41.3542685,3e7d0d7f9a2c9cc4,"2487",LOW GRADE RD,,,,,,"3094"
-78.2252224,41.3542047,cdaca0ed89592c51,"1857",LOW GRADE RD,,,,,,"0033"
-78.223999,41.3539971,102f84aad7ea9721,"1973",LOW GRADE RD,,,,,,"3965"
-78.1796971,41.3539902,4eeb2796aaefd098,"63",JOHNSON LN,,,,,,"5839"
-78.1650383,41.3538468,5edda1a74c1ede2c,"2403",MASON HILL RD,,,,,,"5852"
-78.2175541,41.3535196,eb90d6ee37f96aa4,"2294",LOW GRADE RD,,,,,,"1737"
-78.2180901,41.3534397,4fb1ad777960a85e,,,,,,,,"9794"
-78.2158134,41.3531792,46fc9a8fe00a2356,"46",MOSER LN,,,,,,"6614"
-78.2266476,41.3530434,800bc8ef2241fbe9,"1866",LOW GRADE RD,,,,,,"6641"
-78.2156455,41.3529545,f32e61c63b09339c,"64",MOSER LN,,,,,,"6566"
-78.2263783,41.3528579,7a4f3e86ed9e46a8,,,,,,,,
-78.2191455,41.3528363,c732e6ddaee91442,"2286",LOW GRADE RD,,,,,,"6592"
-78.2153719,41.3528348,b57071bfc0a02790,,,,,,,,
-78.2149174,41.3527353,5c582b37f19948dc,"108",MOSER LN,,,,,,"8468"
-78.2254931,41.3522477,3de5ee93926bd4a2,"1968",LOW GRADE RD,,,,,,"9352"
-78.2252708,41.3522472,3f39ee97ceb2b530,,,,,,,,
-78.223256,41.351519,67ef737b7d7b9de8,"2118",LOW GRADE RD,,,,,,"5065"
-78.1567903,41.3450243,2e6f30eb2641c8f9,"1486",MASON HILL RD,,,,,,"8509"
-78.156631,41.3449726,1ad7f31acfb0287e,,,,,,,,
-78.2087505,41.3433194,af3c9a7681777ff6,"67",MANNING DR,,,,,,"5034"
-78.1603615,41.3427508,25f38df268be9699,"1417",MASON HILL RD,,,,,,"8727"
-78.1603805,41.3426639,03b1cdd00f5a469e,,,,,,,,
-78.2072256,41.3421887,a604b42bedabdf92,"107",MANNING DR,,,,,,"9653"
-78.2098767,41.3421399,17a826bccaf6f887,"286",MCISAAC LN,,,,,,"2621"
-78.2068019,41.3412754,a7577fa825e48c90,,,,,,,,"0269"
-78.1931374,41.3400353,8638b42bbe2a8551,"270",BENNETTS CREEK RD,,,,,,"8812"
-78.1928326,41.3399722,fc6c53b8a5c31e34,"284",BENNETTS CREEK RD,,,,,,"8890"
-78.1925563,41.3399122,5c3def4c82b4c00c,"302",BENNETTS CREEK RD,,,,,,"9778"
-78.1908956,41.3397362,96d8c1bf1ea9d6e4,"428",BENNETTS CREEK RD,,,,,,"4731"
-78.1940577,41.3397167,95adb964771497ce,"216",BENNETTS CREEK RD,,,,,,"5761"
-78.2030829,41.3393389,4b044e79ff37e45a,"3593",LOW GRADE RD,,,,,,"0588"
-78.1902175,41.3392065,6bf70fcb47df3ead,"488",BENNETTS CREEK RD,,,,,,"6512"
-78.2075706,41.3391023,2a1804710a77e61b,,,,,,,,"8550"
-78.1904569,41.3389624,042800861d64c38d,,,,,,,,
-78.1903497,41.3389446,9a1a4390b4fd69ae,,,,,,,,
-78.1896899,41.3387011,81176600cb02903c,"532",BENNETTS CREEK RD,,,,,,"7363"
-78.2073929,41.3386085,13ba3ad3dff92a4b,"57",MCISAAC LN,,,,,,"8392"
-78.189677,41.338498,1bfd4531d4497a21,,,,,,,,
-78.1889956,41.3381343,197f6c5c9d3c919b,"588",BENNETTS CREEK RD,,,,,,"9142"
-78.1893558,41.3380773,1dcdd4ff7603dbe3,"580",BENNETTS CREEK RD,,,,,,"8150"
-78.1888067,41.3377684,68890fe80c3fee50,"614",BENNETTS CREEK RD,,,,,,"0909"
-78.18868,41.3375239,c4ac90de76f6d18b,"632",BENNETTS CREEK RD,,,,,,"0930"
-78.1883999,41.3373088,a7b48069d0fcd036,"652",BENNETTS CREEK RD,,,,,,"1812"
-78.1900442,41.3372357,7ec256321fa12320,,,,,,,,
-78.1887202,41.3371627,f5b9d28e6b5fc7ee,"654",BENNETTS CREEK RD,,,,,,"0727"
-78.1899043,41.3370669,c1ebf435fbdc5d04,"8390",MIX RUN RD,,,,,,"6794"
-78.1975221,41.3370344,0f0f982dfb1c1663,"23",BENNETTS CREEK RD,,,,,,"6703"
-78.188249,41.3369806,fb374ac98219044e,"676",BENNETTS CREEK RD,,,,,,"1750"
-78.1882427,41.3368427,65e7ce0c6471c858,,,,,,,,
-78.1881671,41.3364663,6c03e705d8adf23e,"49",TOM MIX LN,,,,,,"1571"
-78.1884645,41.3364496,ef7045360790ede3,"35",TOM MIX LN,,,,,,"0591"
-78.1870946,41.3360994,655916f42938a537,"760",BENNETTS CREEK RD,,,,,,"4368"
-78.1870519,41.3359383,bff594a3a667ff10,,,,,,,,
-78.1323568,41.3347761,801cc88bbebddb51,"700",KARTHAUS MOUNTAIN RD,,,,,,"4893"
-78.1865366,41.3343838,bce16d0d79e4768d,"882",BENNETTS CREEK RD,,,,,,"6715"
-78.1480151,41.334303,d9e048d3e17ed31e,,,,,,,,
-78.1865742,41.3340404,8e7145aebe16241d,,,,,,,,"6603"
-78.1339686,41.3341893,c7993c4ac3d47ef1,"775",KARTHAUS MOUNTAIN RD,,,,,,"0651"
-78.186778,41.3339765,5aee484d118261a5,,,,,,,,
-78.1476595,41.3340148,f1fc26e8fdfe80aa,,,,,,,,
-78.186335,41.3337618,b94c6f0048e816ff,,,,,,,,"6573"
-78.147026,41.3337558,3da643a048ba014b,"302",JAKES LN,,,,,,"4467"
-78.1319697,41.3336515,a68988318fac7de1,"71",OLD MILL RD,,,,,,"6402"
-78.1317811,41.3335891,440f9c706b860a58,,,,,,,,
-78.133024,41.3335705,d7ca0aa889b17960,"33",OLD MILL RD,,,,,,"3319"
-78.1856945,41.3332543,2433dc7900409aa1,,,,,,,,
-78.1858334,41.3331692,741fd241f026b6f0,,,,,,,,
-78.1465155,41.3332998,2b7cfe6d71113f18,,,,,,,,
-78.1858962,41.3331417,dc408375fba0f501,,,,,,,,
-78.1463557,41.3332648,94ee354009361e3a,"229",JAKES LN,,,,,,"6259"
-78.1859569,41.3330915,ed16adfd7e3d286f,,,,,,,,"7278"
-78.1315951,41.3332636,d95a56e4c0e6fe73,"105",OLD MILL RD,,,,,,"7207"
-78.1855343,41.3330542,8c1778dd0010473a,,,,,,,,"8297"
-78.1861048,41.333012,986573ca9f4995a2,,,,,,,,
-78.1336509,41.3331558,50fe885beb0515fe,"70",WHITCOMBS SUB RD,,,,,,"1234"
-78.1497653,41.3330776,17119cbd15ca7b2b,"225",MASON HILL RD,,,,,,"7213"
-78.1863192,41.3329205,c9c256fecfb58618,,,,,,,,"6272"
-78.1324792,41.3330704,b2e71293f571f831,,,,,,,,
-78.1857854,41.3328667,ded878ded3d5f40e,,,,,,,,
-78.1864145,41.3328583,267b2561ffde9068,,,,,,,,
-78.1322181,41.3330215,736735af4e222c26,"96",OLD MILL RD,,,,,,"5139"
-78.1296346,41.3330298,456d5bd753e0080c,"209",FLOYDS RD,,,,,,"2149"
-78.1330393,41.332968,8f24c3e6e5560112,,,,,,,,"3107"
-78.1857623,41.3326542,5705b7819bf10baf,,,,,,,,
-78.1334264,41.3328391,19e1fe69c4624e26,"492",OLD MILL RD,,,,,,"2102"
-78.1301933,41.3328496,23f568142713b229,"198",FLOYDS RD,,,,,,"0182"
-78.1310489,41.3327767,7e1a878588e11b56,"149",OLD MILL RD,,,,,,"8150"
-78.1855048,41.3325206,4ec73ea740fd9373,"1020",BENNETTS CREEK RD,,,,,,"8097"
-78.1349773,41.3326168,1c046018568451ab,"146",WHITCOMBS SUB RD,,,,,,"7074"
